title,price,shipping,sold_date,seller,condition,item_url,image_url,graded,grader,grade,auction,best_offer,price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,is_graded,grader_norm,grade_value,card_number_guess,item_id,search_results_url,search_result_item_url,result_position_on_page,search_page_number,search_keywords,search_sort_order
"1991 Stadium Club baseball card, #399, Mark McGwire, PSA-9, Oakland Athletics",$18.00,$5.50,"Sold Feb 17, 2026",sahlionline,New,https://www.ebay.com/itm/177746993531?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM12PY3VMMFTNG2GMD1F&hash=item29628be17b:g:8goAAeSwCm5pUU0H&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCjaLhKONXWL3%2FCM1C0qRNFRxV%2B4TSowj44T9m6ONYfi1mp%2F0s9H3EePoETaHSNz0EXr3WoMFUiR9%2FID1asDS8x9K%2BHngUFzaPKdLfmmnfDAYntYqA7wvygEQx%2F6VWbkl5j9Ura5xMpl0PE%2F6Yyliu%2BgHvek%2BtDSgOEY3jMXb3%2BVy9%2B2Y3a%2Bwurc1yKGmD5GmMva5UkgtlAdAF7UsF3pWxq4%2BaGd1HEklWvmJjHUllA%2FjK6L%2FKcpbs3ybeynHpaPBOkJYS8X4dbU4swe86HJaz9GfSMqN5cSQAmpmt9VJoEJ2IJF2hwKnMf3r0qcp9ThOVqU%2BjshhzczjcyFzpsfrg6%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/8goAAeSwCm5pUU0H/s-l500.webp,Y,PSA,9,N,N,18.0,5.5,23.5,2026-02-17,bin,False,True,PSA,9.0,399,177746993531,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/177746993531?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM12PY3VMMFTNG2GMD1F&hash=item29628be17b:g:8goAAeSwCm5pUU0H&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCjaLhKONXWL3%2FCM1C0qRNFRxV%2B4TSowj44T9m6ONYfi1mp%2F0s9H3EePoETaHSNz0EXr3WoMFUiR9%2FID1asDS8x9K%2BHngUFzaPKdLfmmnfDAYntYqA7wvygEQx%2F6VWbkl5j9Ura5xMpl0PE%2F6Yyliu%2BgHvek%2BtDSgOEY3jMXb3%2BVy9%2B2Y3a%2Bwurc1yKGmD5GmMva5UkgtlAdAF7UsF3pWxq4%2BaGd1HEklWvmJjHUllA%2FjK6L%2FKcpbs3ybeynHpaPBOkJYS8X4dbU4swe86HJaz9GfSMqN5cSQAmpmt9VJoEJ2IJF2hwKnMf3r0qcp9ThOVqU%2BjshhzczjcyFzpsfrg6%7Ctkp%3ABk9SR-jA1sOqZw,21,1,1991 Stadium Club Baseball mark mcgwire #399,13
1991 Stadium Club #399 Mark McGwire Oakland Athletics,$1.59,$0.74,"Sold Feb 5, 2026",nicho-manko,New,https://www.ebay.com/itm/147138907590?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM12GTFVMMV1J38VXTXQ&hash=item2242298dc6:g:SwMAAeSwgdNphQS0&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xBx8GjoJG7X5%2BpxcGA%2FEbtzIiofzkWQ8P6s4l%2BE0PxUGt%2BY2GazaopXqyUzco6t7a3MAN0R7DhCRbyJUDoGPz0kesbDoQ1pXsI0V4b5n1UI%2FHC3STIA54q8eDkbEEVWFzskvp0WC53nVlUZhWatmWpeGWoQesKkguL1YVXAaZZPZ7j9CZ13lJw%2BADQYr3nuDPVHcbApksBJYuSTYpjROcUdxC8quSjCa9UnRSJtW4pjeKfqjc57EyRxa4cUNjVPMRjU7EzlFfLiTUbXZvAxmXV%2FF6BHZYd1m0CiJtpZBZsoJ1arAJcWGTVzGiljzFI80%2FvAHFiCLGWEzkaTmr1q2qs2%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/SwMAAeSwgdNphQS0/s-l500.webp,N,,,N,Y,1.59,0.74,2.33,2026-02-05,bin,True,False,,,399,147138907590,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/147138907590?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM12GTFVMMV1J38VXTXQ&hash=item2242298dc6:g:SwMAAeSwgdNphQS0&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xBx8GjoJG7X5%2BpxcGA%2FEbtzIiofzkWQ8P6s4l%2BE0PxUGt%2BY2GazaopXqyUzco6t7a3MAN0R7DhCRbyJUDoGPz0kesbDoQ1pXsI0V4b5n1UI%2FHC3STIA54q8eDkbEEVWFzskvp0WC53nVlUZhWatmWpeGWoQesKkguL1YVXAaZZPZ7j9CZ13lJw%2BADQYr3nuDPVHcbApksBJYuSTYpjROcUdxC8quSjCa9UnRSJtW4pjeKfqjc57EyRxa4cUNjVPMRjU7EzlFfLiTUbXZvAxmXV%2FF6BHZYd1m0CiJtpZBZsoJ1arAJcWGTVzGiljzFI80%2FvAHFiCLGWEzkaTmr1q2qs2%7Ctkp%3ABk9SR-jA1sOqZw,22,1,1991 Stadium Club Baseball mark mcgwire #399,13
1991 Topps Stadium Club PROOF No Foil Oversized #301-450 PickFrom ListUpTo30%OFF,$0.99,$3.99,"Sold Jan 21, 2026",cooltate,New,https://www.ebay.com/itm/205597401355?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM12PF51NNDYYEXN7WST&hash=item2fde8f610b:g:bvIAAeSw4jxoZw~F&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBYmZoHwaqK67T1lA6KwB6vT4qVzpG68r7LBRtPQ0VPHORycOkrMtlHSa841T0YFvjGutmILvzhPYJ9O2kxKbYouC5Tdn1U5bhStAnML%2BJF3ptyQD9sO80JtbkHuQJqNv5PFmK9iKPpl8eR2C%2B2NoKxZjQbAody781K4v5IJV0tA0kxvSk31mbCST%2BlbErti2ShWVQrm7HeK%2BDTLK4WUcjsn7gcbnjFPsK%2FFBicuJnSi%2FS2YWpr6NNX49tgBMfkNhiohx9JGfspoXLd9IZ%2Fi%2BslOzFtUIONWn6ySWFObhykwg%3D%3D%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/bvIAAeSw4jxoZw~F/s-l500.webp,N,,,N,N,0.99,3.99,4.98,2026-01-21,bin,False,False,,,301,205597401355,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/205597401355?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM12PF51NNDYYEXN7WST&hash=item2fde8f610b:g:bvIAAeSw4jxoZw~F&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBYmZoHwaqK67T1lA6KwB6vT4qVzpG68r7LBRtPQ0VPHORycOkrMtlHSa841T0YFvjGutmILvzhPYJ9O2kxKbYouC5Tdn1U5bhStAnML%2BJF3ptyQD9sO80JtbkHuQJqNv5PFmK9iKPpl8eR2C%2B2NoKxZjQbAody781K4v5IJV0tA0kxvSk31mbCST%2BlbErti2ShWVQrm7HeK%2BDTLK4WUcjsn7gcbnjFPsK%2FFBicuJnSi%2FS2YWpr6NNX49tgBMfkNhiohx9JGfspoXLd9IZ%2Fi%2BslOzFtUIONWn6ySWFObhykwg%3D%3D%7Ctkp%3ABk9SR-jA1sOqZw,23,1,1991 Stadium Club Baseball mark mcgwire #399,13
1991 STADIUM CLUB #399 MARK McGWIRE ATHLETICS PSA 10,$31.13,$5.00,"Sold Jan 20, 2026",4_sharp_corners,New,https://www.ebay.com/itm/366122577777?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM12ZQ4NRYW65YTQVBYV&hash=item553e9b2f71:g:JpcAAeSwzg5pZs-8&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xArtCcUcHDtVz85%2F7ghBRTtmnQ1KocNA%2B78Oo3dh%2FTv2Xdjwu1Myk%2FBH%2FGhfHfuNXHH2EBUrv%2B2ioqR%2FTebaOWyhgmPXxAIFBByVJR0vb3BPn18Ld198LlAXAukQ3JS0n5y%2FUz%2B2gegSYQnZ2x9WFLK6N9XZYU8KL%2Fg89OklV1dKu5MYA1gfvTnc4%2BvfeG5lEgLtJ32a%2Ft%2B2NPf5oXCvbWuISTj7WpOqTgG81ecOvG2m%2B2WayhXGr86Qe3xe0I%2Bhgv9eWCcXq6JF853OqGzigbv%2B4%2FFWEOykxvN5OqJkezyp%2BcvsB1MLdax9W3ahF6Wv8ZnTza446CnMdcQbuG6nrqh%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/JpcAAeSwzg5pZs-8/s-l500.webp,Y,PSA,10,Y,N,31.13,5.0,36.13,2026-01-20,auction,False,True,PSA,10.0,399,366122577777,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/366122577777?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM12ZQ4NRYW65YTQVBYV&hash=item553e9b2f71:g:JpcAAeSwzg5pZs-8&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xArtCcUcHDtVz85%2F7ghBRTtmnQ1KocNA%2B78Oo3dh%2FTv2Xdjwu1Myk%2FBH%2FGhfHfuNXHH2EBUrv%2B2ioqR%2FTebaOWyhgmPXxAIFBByVJR0vb3BPn18Ld198LlAXAukQ3JS0n5y%2FUz%2B2gegSYQnZ2x9WFLK6N9XZYU8KL%2Fg89OklV1dKu5MYA1gfvTnc4%2BvfeG5lEgLtJ32a%2Ft%2B2NPf5oXCvbWuISTj7WpOqTgG81ecOvG2m%2B2WayhXGr86Qe3xe0I%2Bhgv9eWCcXq6JF853OqGzigbv%2B4%2FFWEOykxvN5OqJkezyp%2BcvsB1MLdax9W3ahF6Wv8ZnTza446CnMdcQbuG6nrqh%7Ctkp%3ABk9SR-jA1sOqZw,24,1,1991 Stadium Club Baseball mark mcgwire #399,13
1991 Stadium Club Baseball Cards (You pick to complete your set),$1.00,$0.74,"Sold Jan 14, 2026",gyallum012012,New,https://www.ebay.com/itm/285320960794?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM128JVA5NF9ET8C69JA&hash=item426e745b1a:g:xc4AAOSw3kJkcRvg&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xAlbLugIndFsErTwfCrlKWrACDZJ7xPpKT17notN8WeMmJ67ukxW7BsUV6nVO4s8m5uEbWoF5uG7SHSMnIS3pQsBkzc1ZxBbgrWnBapoNK9VbQPRN6M8GDybV2u2HeD7%2FbQodnesFQvJQDQGqDsFaM6O2hNWy6MYHI2XhCk5hBD849BpU%2FmHUaJhW%2BxxFhkERWmTKdRxOyc7Yk32h6WyzRwXC4cVZ30ws5xlgozI6PasX8klK3DTCX4O%2FeKE2L5Ra1fKU81iXFsryVqFE3aMno1tfMqcVGYXrnWjQPy9v6MRH7wq4tx6JjmLsWi459HdjG533r7o19Wx558FAhS5EoG%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/xc4AAOSw3kJkcRvg/s-l500.webp,N,,,N,N,1.0,0.74,1.74,2026-01-14,bin,False,False,,,,285320960794,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/285320960794?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=12055875461&itmmeta=01KNA3NM128JVA5NF9ET8C69JA&hash=item426e745b1a:g:xc4AAOSw3kJkcRvg&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xAlbLugIndFsErTwfCrlKWrACDZJ7xPpKT17notN8WeMmJ67ukxW7BsUV6nVO4s8m5uEbWoF5uG7SHSMnIS3pQsBkzc1ZxBbgrWnBapoNK9VbQPRN6M8GDybV2u2HeD7%2FbQodnesFQvJQDQGqDsFaM6O2hNWy6MYHI2XhCk5hBD849BpU%2FmHUaJhW%2BxxFhkERWmTKdRxOyc7Yk32h6WyzRwXC4cVZ30ws5xlgozI6PasX8klK3DTCX4O%2FeKE2L5Ra1fKU81iXFsryVqFE3aMno1tfMqcVGYXrnWjQPy9v6MRH7wq4tx6JjmLsWi459HdjG533r7o19Wx558FAhS5EoG%7Ctkp%3ABk9SR-jA1sOqZw,25,1,1991 Stadium Club Baseball mark mcgwire #399,13
1993 Topps Stadium Club Mark McGwire #595,$1.39,$0.00,"Sold Mar 29, 2026",gls_tcgsports0713,New,https://www.ebay.com/itm/389434816855?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=15055926364&itmmeta=01KNA3NM129SDB7XCJTK1C7HRH&hash=item5aac1fb957:g:nvAAAeSwX2VpVDLT&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xDoJs3zlpXfRDlwqz0QV35zW8jLFZ5NJbm5Bm4LJxSrC3X%2FIek1kH6rjMkEEhSA0P8tcVU5OLUe3OFg6NTzh1gZauvABABh%2FMX22kGZVPgntaVKmXcP1KgUQLEVbb2HsAzy0CwlowTuoYFE8mCx3AegaGWJBQbFLNxBaMOjkOzsZPgfSibQKmtyDsVNHmLmFdFnPfBk8e1vs7oxmIEXoxum3gsgwFY6M7qW%2Fk2UHiOgtOj4QU9DF5f5ZUI9dm38LEGhHrsa5T%2FjB8fp1TDN9PzEYNlrYYcBrXDscyqezVmgcvNDIzvCqxVEyXUlR67KolK5SjHSr8CEgZBxEganyjK1%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/nvAAAeSwX2VpVDLT/s-l500.webp,N,,,N,Y,1.39,0.0,1.39,2026-03-29,bin,True,False,,,595,389434816855,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/389434816855?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=15055926364&itmmeta=01KNA3NM129SDB7XCJTK1C7HRH&hash=item5aac1fb957:g:nvAAAeSwX2VpVDLT&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xDoJs3zlpXfRDlwqz0QV35zW8jLFZ5NJbm5Bm4LJxSrC3X%2FIek1kH6rjMkEEhSA0P8tcVU5OLUe3OFg6NTzh1gZauvABABh%2FMX22kGZVPgntaVKmXcP1KgUQLEVbb2HsAzy0CwlowTuoYFE8mCx3AegaGWJBQbFLNxBaMOjkOzsZPgfSibQKmtyDsVNHmLmFdFnPfBk8e1vs7oxmIEXoxum3gsgwFY6M7qW%2Fk2UHiOgtOj4QU9DF5f5ZUI9dm38LEGhHrsa5T%2FjB8fp1TDN9PzEYNlrYYcBrXDscyqezVmgcvNDIzvCqxVEyXUlR67KolK5SjHSr8CEgZBxEganyjK1%7Ctkp%3ABk9SR-jA1sOqZw,26,1,1991 Stadium Club Baseball mark mcgwire #399,13
2025 Topps Stadium Club Mark McGwire #15 Red Foil Cardinals,$0.95,$1.32,"Sold Mar 24, 2026",montecarloss919,New,https://www.ebay.com/itm/277813067813?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=8091289357&itmmeta=01KNA3NM12GKKBM53WAACRSQ4M&hash=item40aef30025:g:~D8AAeSwMHlpuhtp&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xB0FQy2%2FfnT95VHgayZ9KF%2FZodOMJ%2BSA%2F5DtsIOcBo3YKzUtUCvRgWZa6VOFYhLILGcu24VegpEuGjPuvrcxfW5qWudqNnWPzTAuJ4NtPkXobUaRyAMZl8WCH4ss2tiIPWd%2F4ajESB499q9tyNDaskw8oVepHv9ED%2BKLPAVVt7EEL5sjV5Ecr4dv2Qu1S4wO9a5MXMDbfH7eRTNFv16OmbEjdDwizVQ3ELWsRAXOt9dV%2Bo8jIgKkS6cL%2BW6hNdY0Y%2FSZLqGTGYETAVmq92poPd5v7qkqN%2BTbfvT1cMCkPiuIULTjMxCP83ruqJrwHn7xx76SlTLDiKwfSwO%2FsHxUgyx%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/~D8AAeSwMHlpuhtp/s-l500.webp,N,,,Y,N,0.95,1.32,2.27,2026-03-24,auction,False,False,,,15,277813067813,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/277813067813?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=8091289357&itmmeta=01KNA3NM12GKKBM53WAACRSQ4M&hash=item40aef30025:g:~D8AAeSwMHlpuhtp&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xB0FQy2%2FfnT95VHgayZ9KF%2FZodOMJ%2BSA%2F5DtsIOcBo3YKzUtUCvRgWZa6VOFYhLILGcu24VegpEuGjPuvrcxfW5qWudqNnWPzTAuJ4NtPkXobUaRyAMZl8WCH4ss2tiIPWd%2F4ajESB499q9tyNDaskw8oVepHv9ED%2BKLPAVVt7EEL5sjV5Ecr4dv2Qu1S4wO9a5MXMDbfH7eRTNFv16OmbEjdDwizVQ3ELWsRAXOt9dV%2Bo8jIgKkS6cL%2BW6hNdY0Y%2FSZLqGTGYETAVmq92poPd5v7qkqN%2BTbfvT1cMCkPiuIULTjMxCP83ruqJrwHn7xx76SlTLDiKwfSwO%2FsHxUgyx%7Ctkp%3ABk9SR-jA1sOqZw,27,1,1991 Stadium Club Baseball mark mcgwire #399,13
Topps 2026 Stadium Club Mark McGwire Members Only SSP,$42.99,$5.07,"Sold Mar 18, 2026",ksg-40,New,https://www.ebay.com/itm/168243656923?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM12BHMH38G7CETWH1K5&hash=item272c1a78db:g:GzsAAeSwxf5pupta&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xA3Fr%2F%2B5zAGO83vG%2BHqJnvk5ryA6vauWt%2F0ypHMkxJr3UNsCVGS%2FihiqQJoRpvFMTxcD90dueGro4FmxLNxe7ub6lwU0YnzVnS1%2BBJ2FOJIjcTK8s7wWTeW3bMqu5Q55h7MKjDfOQxidvJwhpJeOydTkVHnrDctQTG2qtdEWaVmxAIci9CJ8PoE7BRygdV1gPdB992yhT3z%2BHGOcJLk4QBdNI6NaDluwWnSg4NtnbmVapnVSzbUmBO6kUxl5zTiFX8tPEqszaN5F134L3HqslHQ%2FsdGzAx0I0udqGRkdBdH0w%3D%3D%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/GzsAAeSwxf5pupta/s-l500.webp,N,,,N,N,42.99,5.07,48.06,2026-03-18,bin,False,False,,,,168243656923,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/168243656923?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM12BHMH38G7CETWH1K5&hash=item272c1a78db:g:GzsAAeSwxf5pupta&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xA3Fr%2F%2B5zAGO83vG%2BHqJnvk5ryA6vauWt%2F0ypHMkxJr3UNsCVGS%2FihiqQJoRpvFMTxcD90dueGro4FmxLNxe7ub6lwU0YnzVnS1%2BBJ2FOJIjcTK8s7wWTeW3bMqu5Q55h7MKjDfOQxidvJwhpJeOydTkVHnrDctQTG2qtdEWaVmxAIci9CJ8PoE7BRygdV1gPdB992yhT3z%2BHGOcJLk4QBdNI6NaDluwWnSg4NtnbmVapnVSzbUmBO6kUxl5zTiFX8tPEqszaN5F134L3HqslHQ%2FsdGzAx0I0udqGRkdBdH0w%3D%3D%7Ctkp%3ABk9SR-jA1sOqZw,28,1,1991 Stadium Club Baseball mark mcgwire #399,13
Mark McGwire - 1997 Stadium Club - # 5 - Athletics,$0.55,$0.00,"Sold Mar 9, 2026",misterd6937,New,https://www.ebay.com/itm/389692266063?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=9055939706&itmmeta=01KNA3NM12035FXTJA0832R1GT&hash=item5abb78164f:g:298AAeSwKeVppiug&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCMFQ8AweLRBIMWFFCOChu6tHG7luOje2y78phLuaqblK3AFkru4w8pHtJdla0JR4xnGJuMIcrZqKyk7gFzAAl3KJ4oDhiiW8LxZ6OYhc03PKB%2Fg1vBbARjq%2BxXpDzDvcMrHt9jUxsuV0bkQKCNOuSWWIX9qMJqAXaVBSa96aRoQA7MLZWbhQplWFWVnoErAPr%2FFsp%2FyoTrx%2BDxVLQ58VPTzZiDSf6YgAvNAfFxeH9yOZnOoWyttfOFTey9wxLMlEl2ZletSoT5b8h3V0PZxJWdxzxGg3KyuuJEvSZlRvlrcw%3D%3D%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/298AAeSwKeVppiug/s-l500.webp,N,,,Y,N,0.55,0.0,0.55,2026-03-09,auction,False,False,,5.0,,389692266063,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/389692266063?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=9055939706&itmmeta=01KNA3NM12035FXTJA0832R1GT&hash=item5abb78164f:g:298AAeSwKeVppiug&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCMFQ8AweLRBIMWFFCOChu6tHG7luOje2y78phLuaqblK3AFkru4w8pHtJdla0JR4xnGJuMIcrZqKyk7gFzAAl3KJ4oDhiiW8LxZ6OYhc03PKB%2Fg1vBbARjq%2BxXpDzDvcMrHt9jUxsuV0bkQKCNOuSWWIX9qMJqAXaVBSa96aRoQA7MLZWbhQplWFWVnoErAPr%2FFsp%2FyoTrx%2BDxVLQ58VPTzZiDSf6YgAvNAfFxeH9yOZnOoWyttfOFTey9wxLMlEl2ZletSoT5b8h3V0PZxJWdxzxGg3KyuuJEvSZlRvlrcw%3D%3D%7Ctkp%3ABk9SR-jA1sOqZw,29,1,1991 Stadium Club Baseball mark mcgwire #399,13
Mark McGwire 2016 Stadium Club #103 Oakland Athletics,$1.99,$0.00,"Sold Mar 22, 2026",montereysportscards,New,https://www.ebay.com/itm/236680864316?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=25055959099&itmmeta=01KNA3NM12NVX3823T7K7H8A7Y&hash=item371b47623c:g:574AAeSwjzloHNKx&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCc1XDnpG1fKpB3pANZSShFgJAk2%2BbssTdoj8WmPVWJeNq9EUSjH2eA%2FVT6eOxi7zQTzoqjMWhKOFP8R5xVU1pmkUyZrbmxPtOoZByg1HGAONqsYntEtUg5M0JVcvLrvxX9KZDFtCVLdMmIb2MkKTQtXAJjfYMFQNoIjzprB9rQXA1cWp9gQkG8%2BhmmPSw%2FIdnehqRqt%2BTJLCZPZ4bnRGckvJ4rkiqnu0%2BjifWubHa%2BZ5bKs99RouO3r9YKgivKSeTqQAogvAO1xKfHobZQlEItHulDCuWHKj%2B7PHlwA%2F6OEfaExoPerxPTuZ4dRV9DffIKXREmujYdFmQdiZI9neol%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/574AAeSwjzloHNKx/s-l500.webp,N,,,N,Y,1.99,0.0,1.99,2026-03-22,bin,True,True,,,103,236680864316,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/236680864316?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=25055959099&itmmeta=01KNA3NM12NVX3823T7K7H8A7Y&hash=item371b47623c:g:574AAeSwjzloHNKx&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCc1XDnpG1fKpB3pANZSShFgJAk2%2BbssTdoj8WmPVWJeNq9EUSjH2eA%2FVT6eOxi7zQTzoqjMWhKOFP8R5xVU1pmkUyZrbmxPtOoZByg1HGAONqsYntEtUg5M0JVcvLrvxX9KZDFtCVLdMmIb2MkKTQtXAJjfYMFQNoIjzprB9rQXA1cWp9gQkG8%2BhmmPSw%2FIdnehqRqt%2BTJLCZPZ4bnRGckvJ4rkiqnu0%2BjifWubHa%2BZ5bKs99RouO3r9YKgivKSeTqQAogvAO1xKfHobZQlEItHulDCuWHKj%2B7PHlwA%2F6OEfaExoPerxPTuZ4dRV9DffIKXREmujYdFmQdiZI9neol%7Ctkp%3ABk9SR-jA1sOqZw,30,1,1991 Stadium Club Baseball mark mcgwire #399,13
