title,price,shipping,sold_date,seller,condition,item_url,image_url,graded,grader,grade,auction,best_offer,price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,is_graded,grader_norm,grade_value,card_number_guess,item_id,search_results_url,search_result_item_url,result_position_on_page,search_page_number,search_keywords,search_sort_order
1994 Topps Stadium Club Mark McGwire #358,$1.45,$0.00,"Sold Feb 21, 2026",glmiller,New,https://www.ebay.com/itm/136083330537?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=25055930221&itmmeta=01KNA3NM12GZE1DN05CD69VY0W&hash=item1faf32d5e9:g:-RYAAeSwFm9oYwkM&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xA8VUEPU7MA8iWsDnB46P6H1%2Faj68n2zL7qStQn0TTfHAZNHpg77RMrOUQ9nLKKFH24uYy4wj728rBNF5696mbdGgu%2FtnRIK5huODiCE99c5ifBMXZjsX1x6Z5mMdmYEGEfgebEsu4S6pM3668eVahEBzYwcb1jTyZlhv3eI1V244CW3HTcFI8VSoHj%2BE3qwdbpNCJg23U8eXeep1pJRBMR4kgqJZiH8mCfiFdh0SDlzsfUVdVHviG2Ksf5D%2FMfVkVKy2X9ibNPOVnRwAlFDHwcQs%2FHAvdmNCNYWXJruhBkYC2PeaGCqx2Me%2FiksEBoq6QRVx6og3tI8pNgAlz4T8Kv%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/-RYAAeSwFm9oYwkM/s-l500.webp,N,,,N,N,1.45,0.0,1.45,2026-02-21,bin,False,False,,,358,136083330537,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/136083330537?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=25055930221&itmmeta=01KNA3NM12GZE1DN05CD69VY0W&hash=item1faf32d5e9:g:-RYAAeSwFm9oYwkM&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xA8VUEPU7MA8iWsDnB46P6H1%2Faj68n2zL7qStQn0TTfHAZNHpg77RMrOUQ9nLKKFH24uYy4wj728rBNF5696mbdGgu%2FtnRIK5huODiCE99c5ifBMXZjsX1x6Z5mMdmYEGEfgebEsu4S6pM3668eVahEBzYwcb1jTyZlhv3eI1V244CW3HTcFI8VSoHj%2BE3qwdbpNCJg23U8eXeep1pJRBMR4kgqJZiH8mCfiFdh0SDlzsfUVdVHviG2Ksf5D%2FMfVkVKy2X9ibNPOVnRwAlFDHwcQs%2FHAvdmNCNYWXJruhBkYC2PeaGCqx2Me%2FiksEBoq6QRVx6og3tI8pNgAlz4T8Kv%7Ctkp%3ABk9SR-jA1sOqZw,31,1,1991 Stadium Club Baseball mark mcgwire #399,13
2025 Topps Stadium Club - Mark McGwire #SCCA-MMC Chrome Autograph,$119.99,$5.52,"Sold Mar 21, 2026",trowee,New,https://www.ebay.com/itm/397733626708?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=18091285557&itmmeta=01KNA3NM12KMR2BKT4FNQCFRJK&hash=item5c9ac58354:g:GsMAAeSwVZdpu2WX&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCr2KMHroPmYBI2B2DbM%2Bio7KbFXDZFnsEIyA1%2FV%2Bza5Hs9qwhIumovvGaOgc8lF1t5KmAoUhyJKK30XSlcqy4J2toefrwdxgUtcJ86Tbn8VWUVesKWNZBsMruORGw9aT%2B9kr2BFwGpC%2FlqXmYEa1gu5sAMx3uvYlzNGkMJ7GtNASmaN00nmb%2BPcZSanSF5K3QnzixVKLJcqtE6uOy1G0r54FtFO2D3SQ7AAXBnTOYUmR6Y2a%2FNdVky6kZmMUiyu%2Fz02WUFHuOdw0UhTpozWiG87Fmnps%2FR1x73ZA2FMcpJvNjWHTXNCFzjJtdKoQy5nbZl5IGfXZtIZaDHR9SmGKkk%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/GsMAAeSwVZdpu2WX/s-l500.webp,N,,,N,Y,119.99,5.52,125.51,2026-03-21,bin,True,False,,,,397733626708,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/397733626708?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=18091285557&itmmeta=01KNA3NM12KMR2BKT4FNQCFRJK&hash=item5c9ac58354:g:GsMAAeSwVZdpu2WX&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCr2KMHroPmYBI2B2DbM%2Bio7KbFXDZFnsEIyA1%2FV%2Bza5Hs9qwhIumovvGaOgc8lF1t5KmAoUhyJKK30XSlcqy4J2toefrwdxgUtcJ86Tbn8VWUVesKWNZBsMruORGw9aT%2B9kr2BFwGpC%2FlqXmYEa1gu5sAMx3uvYlzNGkMJ7GtNASmaN00nmb%2BPcZSanSF5K3QnzixVKLJcqtE6uOy1G0r54FtFO2D3SQ7AAXBnTOYUmR6Y2a%2FNdVky6kZmMUiyu%2Fz02WUFHuOdw0UhTpozWiG87Fmnps%2FR1x73ZA2FMcpJvNjWHTXNCFzjJtdKoQy5nbZl5IGfXZtIZaDHR9SmGKkk%7Ctkp%3ABk9SR-jA1sOqZw,32,1,1991 Stadium Club Baseball mark mcgwire #399,13
1997 Stadium Club #5 Mark McGwire Oakland Athletics,$1.48,$0.00,"Sold Feb 13, 2026",lakesidecards-mi,New,https://www.ebay.com/itm/366138832171?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=9055939706&itmmeta=01KNA3NM1378W8Z3CQGP7B781B&hash=item553f93352b:g:qgoAAeSwYNFpb~rY&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xAvR%2FmQ0pbfvjsW2JA%2B1FmdsY3f6MO2us5OSyePw%2BkhC3T%2Fgev62AzG7jf%2FtHxclpM86IHKOVkFzAJb2xpkTaXWebAVxOlabO83B3lR8U6QQCitctPrm%2FEUTe3Xigb5sWVVVtNUfUZ0eYVpSD8QliUMaRGhtwUrrkj0CMFM25Z30xSBkIl3qdtThvUstsevaOPBeB0OLFo4SBNRG8D6OqFVDSnHs5KevmpWfIGsadSAwfCvg%2BF0z7ucVR712ipQLU0Mff0w3t6ogshqKECrC%2BNxrtCR4VuAKJWBi53KP0fj%2BjsMdLZb5BGG3yitiVZyczHkAakh2tP8XAS%2FKzJMTjQ7%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/qgoAAeSwYNFpb~rY/s-l500.webp,N,,,N,N,1.48,0.0,1.48,2026-02-13,bin,False,False,,5.0,,366138832171,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/366138832171?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=9055939706&itmmeta=01KNA3NM1378W8Z3CQGP7B781B&hash=item553f93352b:g:qgoAAeSwYNFpb~rY&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xAvR%2FmQ0pbfvjsW2JA%2B1FmdsY3f6MO2us5OSyePw%2BkhC3T%2Fgev62AzG7jf%2FtHxclpM86IHKOVkFzAJb2xpkTaXWebAVxOlabO83B3lR8U6QQCitctPrm%2FEUTe3Xigb5sWVVVtNUfUZ0eYVpSD8QliUMaRGhtwUrrkj0CMFM25Z30xSBkIl3qdtThvUstsevaOPBeB0OLFo4SBNRG8D6OqFVDSnHs5KevmpWfIGsadSAwfCvg%2BF0z7ucVR712ipQLU0Mff0w3t6ogshqKECrC%2BNxrtCR4VuAKJWBi53KP0fj%2BjsMdLZb5BGG3yitiVZyczHkAakh2tP8XAS%2FKzJMTjQ7%7Ctkp%3ABk9SR-jA1sOqZw,33,1,1991 Stadium Club Baseball mark mcgwire #399,13
2020 Topps Stadium Club Mark McGwire #96 Blue Foil Parallel 27/50 Bash Brothers,$75.00,$0.00,"Sold Mar 23, 2026",black_squirrel_1,New,https://www.ebay.com/itm/327042899700?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=27078539958&itmmeta=01KNA3NM13NNCC344EX87QW54G&hash=item4c25469ef4:g:X7YAAeSwlXFps0g-&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCowUGIQHViiUBlPZXSOZK8jmxQNMxIuTQPsWM%2BMV6FnVEkI9aI0lDlGLjGa1rNW0bsjSW2gqVigqXQweJ9CtnBhX2RLYHB3dafNat4J198jndlUPJlEutwEj7EyQnwaCuG9dxxcflviSFGP5ZtWWGNSxNfHqh0v3Wwx6Qv8QiOmHU36mNzOHZ9juPQ5vW%2FOOskwFMbiO4UU%2FAyBt7%2FNofGNXyh%2BG9T9nN3VPFSe70EFlTHJwq44iXdX4pPI2L4IWt6orAs6yF9eXcYxleOoBcq6qCtq2wnhKhTmBaLXK9nadwK9KxkX3kzSfv%2B8HkiEmsFF2V3TmK6upVKWB%2F%2Boqvb%7Ctkp%3ABk9SR-jA1sOqZw,https://i.ebayimg.com/images/g/X7YAAeSwlXFps0g-/s-l500.webp,N,,,N,N,75.0,0.0,75.0,2026-03-23,bin,False,False,,,96,327042899700,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/327042899700?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=27078539958&itmmeta=01KNA3NM13NNCC344EX87QW54G&hash=item4c25469ef4:g:X7YAAeSwlXFps0g-&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCowUGIQHViiUBlPZXSOZK8jmxQNMxIuTQPsWM%2BMV6FnVEkI9aI0lDlGLjGa1rNW0bsjSW2gqVigqXQweJ9CtnBhX2RLYHB3dafNat4J198jndlUPJlEutwEj7EyQnwaCuG9dxxcflviSFGP5ZtWWGNSxNfHqh0v3Wwx6Qv8QiOmHU36mNzOHZ9juPQ5vW%2FOOskwFMbiO4UU%2FAyBt7%2FNofGNXyh%2BG9T9nN3VPFSe70EFlTHJwq44iXdX4pPI2L4IWt6orAs6yF9eXcYxleOoBcq6qCtq2wnhKhTmBaLXK9nadwK9KxkX3kzSfv%2B8HkiEmsFF2V3TmK6upVKWB%2F%2Boqvb%7Ctkp%3ABk9SR-jA1sOqZw,34,1,1991 Stadium Club Baseball mark mcgwire #399,13
2021 TOPPS STADIUM CLUB #276 MARK McGWIRE POP 2 PSA 10,$39.99,$5.00,"Sold Apr 2, 2026",4_sharp_corners,New,https://www.ebay.com/itm/389830603935?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=25055916936&itmmeta=01KNA3NM13WWC8ZSHM0X68CSGD&hash=item5ac3b6f49f:g:2TgAAeSwuTxpzPZW&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCUxEZiwncJtoUTzjZrhP%2B3IenE5GHBubbQiwiRnVpGLsOO4OD0%2B78AZIHD6Dg2BsLLvXOZ2W1yJwhBU2JQwOH6eiY9F5u%2BT7p9VGL6NPXew7V03Lb5tEFp3Y%2Flt2bQx02fAomtN5t6x%2FqaM6L%2BkeVFGh5FCKK9PTM%2FDmB0VxplGPybsUJo9WkNeOdx44vibeDFuB8AiwguRHrxvx3lYkhzcXV09S0ySvW2I7NY28XTgpc7OZU%2Bu6gtXKdvl0rgNfBA8emyQertRVuQA%2FwTCFY4a0fWh6qOvGTZqSXld9hEubEdwP83%2BuJrwJsCgqAIhPHS2jPGvS%2FTFL9eVeUS65tp%7Ctkp%3ABk9SR-rA1sOqZw,https://i.ebayimg.com/images/g/2TgAAeSwuTxpzPZW/s-l500.webp,Y,PSA,10,N,N,39.99,5.0,44.99,2026-04-02,bin,False,True,PSA,10.0,276,389830603935,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/389830603935?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=25055916936&itmmeta=01KNA3NM13WWC8ZSHM0X68CSGD&hash=item5ac3b6f49f:g:2TgAAeSwuTxpzPZW&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCUxEZiwncJtoUTzjZrhP%2B3IenE5GHBubbQiwiRnVpGLsOO4OD0%2B78AZIHD6Dg2BsLLvXOZ2W1yJwhBU2JQwOH6eiY9F5u%2BT7p9VGL6NPXew7V03Lb5tEFp3Y%2Flt2bQx02fAomtN5t6x%2FqaM6L%2BkeVFGh5FCKK9PTM%2FDmB0VxplGPybsUJo9WkNeOdx44vibeDFuB8AiwguRHrxvx3lYkhzcXV09S0ySvW2I7NY28XTgpc7OZU%2Bu6gtXKdvl0rgNfBA8emyQertRVuQA%2FwTCFY4a0fWh6qOvGTZqSXld9hEubEdwP83%2BuJrwJsCgqAIhPHS2jPGvS%2FTFL9eVeUS65tp%7Ctkp%3ABk9SR-rA1sOqZw,35,1,1991 Stadium Club Baseball mark mcgwire #399,13
Mark McGwire 2022 Stadium Club Chrome #272 Oakland Athletics Baseball,$1.40,$0.00,"Sold Mar 7, 2026",make_it_rain_collectibles,New,https://www.ebay.com/itm/358239750258?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=25059443345&itmmeta=01KNA3NM132FCWKWT4F7ZQBTPB&hash=item5368c0c872:g:rtsAAeSw2bppmMBq&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xBmwxDHHOoOV69xfINc%2BEKFWf5hIVib22oHgidIEyiAaizq5TexwvMq3Py91QG27q1kFnwegwotFsBZcI3HpbNr4no7crvGAXfNNHXuHzZii0AWNNVi%2BFrI%2BwimObZOH5JTw4fmhW9iPKaZYYsyFeXywRd1bVCj%2Fm3xjL%2Bw2lgc0J1zU%2Bj7cnyx1b%2FkqstE4FC5%2BiPa4lz%2Flct6iyLlNZtzWoDNcutPLpHx3R2mDCga36uOYZAoANQQtmuarrdEy4cWmmPvWmQTGfaRcWRYcZqJzOx76jykFv7AorNTaTs1zxJFko309Lu3RlW2bXzy4BArelyM0QTtNOg6Mxa3N%2BZL%7Ctkp%3ABk9SR-rA1sOqZw,https://i.ebayimg.com/images/g/rtsAAeSw2bppmMBq/s-l500.webp,N,,,N,Y,1.4,0.0,1.4,2026-03-07,bin,True,False,,,272,358239750258,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/358239750258?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=25059443345&itmmeta=01KNA3NM132FCWKWT4F7ZQBTPB&hash=item5368c0c872:g:rtsAAeSw2bppmMBq&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xBmwxDHHOoOV69xfINc%2BEKFWf5hIVib22oHgidIEyiAaizq5TexwvMq3Py91QG27q1kFnwegwotFsBZcI3HpbNr4no7crvGAXfNNHXuHzZii0AWNNVi%2BFrI%2BwimObZOH5JTw4fmhW9iPKaZYYsyFeXywRd1bVCj%2Fm3xjL%2Bw2lgc0J1zU%2Bj7cnyx1b%2FkqstE4FC5%2BiPa4lz%2Flct6iyLlNZtzWoDNcutPLpHx3R2mDCga36uOYZAoANQQtmuarrdEy4cWmmPvWmQTGfaRcWRYcZqJzOx76jykFv7AorNTaTs1zxJFko309Lu3RlW2bXzy4BArelyM0QTtNOg6Mxa3N%2BZL%7Ctkp%3ABk9SR-rA1sOqZw,36,1,1991 Stadium Club Baseball mark mcgwire #399,13
2025 Topps Stadium Club Mark McGwire SP Green #15 Cardinals /199,$5.00,$0.74,"Sold Mar 30, 2026",cricketcollectibles25,New,https://www.ebay.com/itm/389654307644?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=2362307950&itmmeta=01KNA3NM131BS94PT2WMGWTFAR&hash=item5ab934e33c:g:qpwAAeSwCOppmokv&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBBMUYZ0kHDXOLLKv79D20F0pbKm%2BngWOfgi48g4jptd0CgbrDqaMGBaU0gIsinhZDCrAapCTT36Cosmnk5l04Yi%2FkODakhIa8iE%2FBO21v%2F1Yc%2FCdlOs9cmjgpjsuT5jxuR2OsiKZANMIhjhHjqylBk%2BfPpVLQXGkDj8DeMv6mwozna9NdGFUNGgZ3m4kQ0MH9uIRMohziRAikRr8KHHs7wvhUjwBE6pZADLPDPhbjRPq97walKh9Jv3%2FtDzdsLz35N7JC7mrCHYncvbF1LhJGAU9qXjLgDiqeNQ7d9U7CTMA%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,https://i.ebayimg.com/images/g/qpwAAeSwCOppmokv/s-l500.webp,N,,,N,Y,5.0,0.74,5.74,2026-03-30,bin,True,False,,,15,389654307644,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/389654307644?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=2362307950&itmmeta=01KNA3NM131BS94PT2WMGWTFAR&hash=item5ab934e33c:g:qpwAAeSwCOppmokv&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBBMUYZ0kHDXOLLKv79D20F0pbKm%2BngWOfgi48g4jptd0CgbrDqaMGBaU0gIsinhZDCrAapCTT36Cosmnk5l04Yi%2FkODakhIa8iE%2FBO21v%2F1Yc%2FCdlOs9cmjgpjsuT5jxuR2OsiKZANMIhjhHjqylBk%2BfPpVLQXGkDj8DeMv6mwozna9NdGFUNGgZ3m4kQ0MH9uIRMohziRAikRr8KHHs7wvhUjwBE6pZADLPDPhbjRPq97walKh9Jv3%2FtDzdsLz35N7JC7mrCHYncvbF1LhJGAU9qXjLgDiqeNQ7d9U7CTMA%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,37,1,1991 Stadium Club Baseball mark mcgwire #399,13
Mark McGwire - 1998 Stadium Club #203 - St. Louis Cardinals,$1.60,$0.00,"Sold Mar 13, 2026",omc718,New,https://www.ebay.com/itm/227247431998?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=22055896475&itmmeta=01KNA3NM13QKB7HBMVBMSQ2N0F&hash=item34e900a13e:g:KGkAAeSwi3pprZx9&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCAPVV0IobpvK7PvZ4ZI6tVe6S6CzHjucN%2BOEgWSywsYetrZN0mQLzMS4MLInDaBKO8paVog1Z0Komn4t9ERva1Gb1GK0eZPnxBZRbEHNofO%2BTjPfo5%2F%2BxyfnF5uqmXtLwYkQWqWj1bKS023HFr5DSZtpJIcmMuQgBPDgQUTTok%2BsVXTi8tK0MZso8iGTb04FtVrQSXapjrZitoBkTss67wEkWZkz8WxrrjnJ4OoriNMRvgN6VPfWGJKw7vCjRpsT6HbmBcEIr5iL644Uf%2BOGbctF4dgJHo%2B4o2SWWkNdpngw%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,https://i.ebayimg.com/images/g/KGkAAeSwi3pprZx9/s-l500.webp,N,,,N,Y,1.6,0.0,1.6,2026-03-13,bin,True,False,,,203,227247431998,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/227247431998?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=22055896475&itmmeta=01KNA3NM13QKB7HBMVBMSQ2N0F&hash=item34e900a13e:g:KGkAAeSwi3pprZx9&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCAPVV0IobpvK7PvZ4ZI6tVe6S6CzHjucN%2BOEgWSywsYetrZN0mQLzMS4MLInDaBKO8paVog1Z0Komn4t9ERva1Gb1GK0eZPnxBZRbEHNofO%2BTjPfo5%2F%2BxyfnF5uqmXtLwYkQWqWj1bKS023HFr5DSZtpJIcmMuQgBPDgQUTTok%2BsVXTi8tK0MZso8iGTb04FtVrQSXapjrZitoBkTss67wEkWZkz8WxrrjnJ4OoriNMRvgN6VPfWGJKw7vCjRpsT6HbmBcEIr5iL644Uf%2BOGbctF4dgJHo%2B4o2SWWkNdpngw%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,38,1,1991 Stadium Club Baseball mark mcgwire #399,13
1994 Topps Stadium Club Golden Rainbow Mark McGwire #358 Oakland Athletics,$1.79,$0.00,"Sold Feb 13, 2026",bossmancards,New,https://www.ebay.com/itm/175866378645?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=20055955682&itmmeta=01KNA3NM1341V6DYME77519S4S&hash=item28f273f995:g:B10AAOSwKfZk4QHb&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xA8Ov8tMCYOEcEyHb4wblPYBKZYMCMnqF9yV1SjQHtQ2O8QjJweFAssVc%2F6lpjAJF3xv2AhIUITWhVNmpz9Ot7URKtSZIouG54hJppmPAq9UiMgD3hKtAJODSEHUQOPC9Ung9hmfRTXj2lWxRTAx%2Fjiy6rM95EsrrytJ1kURtbo9BMvNqDrxrJVLWDZf1%2FYmRZxAil%2B1UoX9pVkKy4AJhW30B8chI79%2ByIfFA3lqAtKcWLjLvnzdUmxZuA%2B0FzffGnR4oOQmEJx6s8DiD3sGe975yfDbrlnUYngkbjkI8qLTNPmazpopmJH%2F2QB5BkcdO460oHqTXmc4BjPhEulxwNe%7Ctkp%3ABk9SR-rA1sOqZw,https://i.ebayimg.com/images/g/B10AAOSwKfZk4QHb/s-l500.webp,N,,,N,Y,1.79,0.0,1.79,2026-02-13,bin,True,False,,,358,175866378645,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/175866378645?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=20055955682&itmmeta=01KNA3NM1341V6DYME77519S4S&hash=item28f273f995:g:B10AAOSwKfZk4QHb&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xA8Ov8tMCYOEcEyHb4wblPYBKZYMCMnqF9yV1SjQHtQ2O8QjJweFAssVc%2F6lpjAJF3xv2AhIUITWhVNmpz9Ot7URKtSZIouG54hJppmPAq9UiMgD3hKtAJODSEHUQOPC9Ung9hmfRTXj2lWxRTAx%2Fjiy6rM95EsrrytJ1kURtbo9BMvNqDrxrJVLWDZf1%2FYmRZxAil%2B1UoX9pVkKy4AJhW30B8chI79%2ByIfFA3lqAtKcWLjLvnzdUmxZuA%2B0FzffGnR4oOQmEJx6s8DiD3sGe975yfDbrlnUYngkbjkI8qLTNPmazpopmJH%2F2QB5BkcdO460oHqTXmc4BjPhEulxwNe%7Ctkp%3ABk9SR-rA1sOqZw,39,1,1991 Stadium Club Baseball mark mcgwire #399,13
1993 Stadium Club Athletics #7 Mark McGwire,$1.60,$1.00,"Sold Mar 1, 2026",mavmil,New,https://www.ebay.com/itm/365910779349?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=26089741861&itmmeta=01KNA3NM139BBS39D4SEX4CG56&hash=item5531fb65d5:g:aDcAAeSw7QZo5unQ&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCGZDXLvgQSPusNhOWhlQnXKTsGagDf2iE1w8i1RU8Z3Jnxtn2HYeKA8yirS1gSU%2Bt13ho%2FUHFlLKLZa%2FFr0nGMlrBbfsJL%2B8L%2BtiLWXhmbLDsCcwW%2BJTLH%2B5zpuSX7Kzf%2BNuMnTIOKZ6GON9Z9M7GaPov%2Fh5imm0n8vwoDcWBCEy8LIbLT3gCwb5WOrcPXFpxOu%2BymWTKBYGa4mefrBS%2BYd%2BSy25TtPg7BSAHbxv%2B3uyHQIIvzuO3%2Bb%2BwUaJuI0vYSjTIxDucgDkAnAaqHXTFN1N%2BhspZiBwTbJWRob4UCew%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,https://i.ebayimg.com/images/g/aDcAAeSw7QZo5unQ/s-l500.webp,N,,,N,N,1.6,1.0,2.6,2026-03-01,bin,False,False,,7.0,,365910779349,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/365910779349?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=26089741861&itmmeta=01KNA3NM139BBS39D4SEX4CG56&hash=item5531fb65d5:g:aDcAAeSw7QZo5unQ&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCGZDXLvgQSPusNhOWhlQnXKTsGagDf2iE1w8i1RU8Z3Jnxtn2HYeKA8yirS1gSU%2Bt13ho%2FUHFlLKLZa%2FFr0nGMlrBbfsJL%2B8L%2BtiLWXhmbLDsCcwW%2BJTLH%2B5zpuSX7Kzf%2BNuMnTIOKZ6GON9Z9M7GaPov%2Fh5imm0n8vwoDcWBCEy8LIbLT3gCwb5WOrcPXFpxOu%2BymWTKBYGa4mefrBS%2BYd%2BSy25TtPg7BSAHbxv%2B3uyHQIIvzuO3%2Bb%2BwUaJuI0vYSjTIxDucgDkAnAaqHXTFN1N%2BhspZiBwTbJWRob4UCew%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,40,1,1991 Stadium Club Baseball mark mcgwire #399,13
